Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,price_change_pct,sma_5,sma_20
2025-01-07 05:00:00+00:00,425.8585238529445,427.49643519355806,417.7185585987197,419.2770690917969,18139100,0.0,0.0,,,
2025-01-08 05:00:00+00:00,420.3590683350305,423.8433749158129,418.4531451224049,421.4510192871094,15054600,0.0,0.0,0.5184996642009443,,
2025-01-10 05:00:00+00:00,421.5205405563737,421.5999414060332,411.98089654314987,415.8821411132813,20201100,0.0,0.0,-1.3213583356015857,,
2025-01-13 05:00:00+00:00,412.1992770786573,415.4354144937977,409.2708974707551,414.135009765625,17604800,0.0,0.0,-0.4201025182229201,,
2025-01-14 05:00:00+00:00,414.7504731982745,416.6663329915462,407.7123952362894,412.6261596679688,16935900,0.0,0.0,-0.3643377309515805,416.6742797851563,
2025-01-15 05:00:00+00:00,416.06078709453215,425.0147242617403,415.2070689754285,423.1882019042969,19637800,0.0,0.0,2.5597122210640144,417.4565063476563,
2025-01-16 05:00:00+00:00,425.56071106349873,426.34490420898106,421.2822749228641,421.4708557128906,15300000,0.0,0.0,-0.4058114530788859,417.4604736328125,
2025-01-17 05:00:00+00:00,430.91124996405387,431.29840862027794,425.0346177976779,425.8883056640625,26197500,0.0,0.0,1.0481033009269503,419.4617065429687,
2025-01-21 05:00:00+00:00,427.0497766230712,427.7446325404098,422.4834550906912,425.3622131347656,26085700,0.0,0.0,-0.12352828718238396,421.7071472167969,
2025-01-22 05:00:00+00:00,434.3558409675422,443.9947282693763,432.8072669314077,442.9325866699219,27803800,0.0,0.0,4.130685094397313,427.7684326171875,
2025-01-23 05:00:00+00:00,438.7633112450764,443.4785278251988,438.266972657695,443.4388122558594,18389300,0.0,0.0,0.11428953325458568,431.8185546875,
2025-01-24 05:00:00+00:00,441.9001784993804,443.3792578082045,438.1677025965132,440.8082275390625,15549500,0.0,0.0,-0.5932238324865113,435.6860290527344,
2025-01-27 05:00:00+00:00,420.9051049056437,432.0131661377311,420.3988297966623,431.3778381347656,35647800,0.0,0.0,-2.139340605538309,436.783935546875,
2025-01-28 05:00:00+00:00,431.4175234893937,445.0966142937209,428.2211016468738,443.9252624511719,23491700,0.0,0.0,2.9086854277586616,440.4965454101563,
2025-01-29 05:00:00+00:00,443.41900040059096,443.60761150041753,437.1750520555274,439.0909118652344,23581400,0.0,0.0,-1.0890010086932689,439.72821044921875,
2025-01-30 05:00:00+00:00,415.7034295288443,419.7634757332681,410.1345248522129,411.95111083984375,54586300,0.0,0.0,-6.180907026770887,433.4306701660156,
